x,y,Name,Genes,Label,Color
5.7418604,4.2101145,oligo l5-6 opalin ldlrap1 (id:480),ADGRA1 AMER2 ANKS1B AQP4 ARPP21 ATP2B2 ATP2B3 CA10 CABP1 CACNG3 CALN1 CAMK2A CBLN4 CCK CNDP1 CNTN2 CNTNAP4 CPNE6 DGKB DLGAP2 ELAVL3 ETNPPL FAM163B GABRA1 GABRA4 GABRB1 GABRG1 GABRG2 GAD2 GFAP GPR37L1 GRIA2 GRIN2B GRM3 GRM5 HAPLN2 HEPN1 HHATL HPCA HTR1A HTR5A KCNA1 KCNC2 KCNJ10 KCNJ9 LGI1 LGI3 LOC105376917 LRRTM3 LRTM2 LY6H MAG MMD2 MOBP MOG MT3 MYT1L NAPB NCAN NEUROD6 NGB NTSR2 OPALIN OPCML PABPC1L2B PEX5L PLP1 PMP2 PRR18 PSD2 RBFOX1 RIT2 SCN2B SHISA7 SLC12A5 SLC17A7 SLC1A2 SLC24A2 SLC32A1 SLC39A12 SLC6A1 SLC6A7 SLCO1A2 SLITRK1 SNCB SOHLH1 SPHKAP ST8SIA3 STMN4 SV2B SYNPR TBR1 TCEAL5 TCEAL6 TMEM235 TMEM88B TNR,Other,-1
5.1344495,4.5925183,opc l1-6 pdgfra col20a1 (id:481),AGAP1 AIF1L AMOTL2 ARFGEF3 ARHGAP32 ARHGAP39 ARHGEF16 ATP1B1 BAIAP2 BOK BRSK2 C1QL1 C1orf226 C2CD4C C2orf72 CADM4 CAMK2N2 CAMSAP3 CASKIN2 CDC42EP4 CDK18 CDR2L CDS1 CELSR2 CEP170B CKB CKMT1A CKMT1B CMTM4 COBL CPE CPLX1 CSPG5 DAB2IP DAGLA DDR1 EEF1A2 EFNA1 EPB41L1 EPB41L4B FA2H FAM131C FAM222A FGFR3 GALNT18 GAREM1 GNA11 GPC1 GPR37 HDAC11 HR HSPA12A IGSF3 INPP5J JPH1 KIAA1522 KIF25 LGI3 LRP11 MAL2 MAPK8IP1 MMP15 MYH14 NAT8L NECTIN1 NGEF NOS1AP PCDH1 PCLO PLEKHA6 PLEKHH1 PLXNB1 PPFIA3 PPP2R2C PRIMA1 PTPRF PTPRU RAP1GAP RTKN SEZ6L2 SHROOM2 SLC44A3 SOWAHA SOWAHB SOX9 SPTBN2 SRCIN1 SRRM3 SYT7 TBC1D16 TGFA TMEM132A TMEM54 TPPP VWA1 VWA5B2 WNK2 WWC1 ZNF488,Other,-1
7.0910025,5.709602,outer medullary collecting duct intercalated cell type a (id:482),AHSP ALAS2 ALPL AMY2B AQP1 ASXL3 AVPR1A BAZ2B C2orf88 CA1 CALCA CALCRL CCND2 CD34 CD93 CELF2 CLDN10 COL14A1 CPA3 CR1L CYYR1 DACH1 EPB42 F13A1 FAM124B FAM13A FAXDC2 FLT1 FOXI2 FRY GJA4 GSTM2 GYPA GYPB HBA1 HBA2 HBB HBM HEMGN HEPACAM2 IFIT1B IL5RA IRAK3 ITGA9 ITM2A KANSL1L KCNE3 KDR KIT KL KLHL3 LDB2 LOXHD1 LRRC4 LTF LYVE1 MMRN1 MS4A6A MYCT1 N4BP2L2 NHSL2 P2RY14 PCMTD1 PELI2 PKHD1L1 PLVAP PLXDC2 PREX2 PROM1 RASGEF1B RIC3 RORA RUNX1T1 SATB1 SELP SESN3 SFRP2 SH3BGRL2 SHE SLC12A1 SLC26A7 SLC34A2 SLC40A1 SLC4A1 SNCA SOX6 SPTA1 TAL1 TCF4 TSPAN18 UBXN10 ZMAT1 ZNF117 ZNF135 ZNF154 ZNF397 ZNF493 ZNF506 ZNF626 ZNF662,T-cells,4
6.608174,2.1980884,pacemaker cardiomyocyte (id:484),ADCY5 ADGRB2 APLP1 ASTN1 BMP7 BRSK2 C2CD4C CACNA1B CACNG4 CACNG7 CAMKV CASKIN1 CBLN1 CCDC177 CCDC92B CCKBR CELF3 CLDN6 CNTFR COL26A1 CTNND2 CXXC4 DISP3 DPYSL5 EFNB3 EPHA7 EPHA8 ERC2 FAM189A1 FBN3 FRAS1 GAL3ST3 GDAP1L1 GRID2 HCN4 IGDCC3 IGFBPL1 JPH3 KCNB2 KCNJ4 KCNQ2 KIF1A LINGO1 MAGEL2 MAPK4 MAPK8IP1 MARK1 MEIS3 MPP2 MSI1 NCAN NDRG4 NKAIN1 NXPH2 OGDHL PCDH8 PCDHA11 PCDHA12 PCDHA2 PCDHAC1 PCDHAC2 PHF21B PPM1E PRKCG PRR36 RCOR2 RHBDL3 RIMS4 RND2 RPRM SALL3 SEMA5B SH3GL3 SLC8A2 SNAP91 SOX2 SOX3 SPSB4 SRRM3 ST8SIA2 STOX2 SULT4A1 SYT13 SYT3 TMEM151B TMEM178B TMEM179 TMEM200C TMEM59L TUBB2B UNC13A UNC5D VANGL2 WNK2 ZDHHC22 ZFHX2,White Blood Cells,-1
3.7947059,4.996936,paneth (id:486),ACE2 ADAMDEC1 ADGRG7 ALDOB ALPI AOC1 APOA4 APOBEC1 AQP12A ATOH1 BTNL3 C11orf86 C17orf78 CCL11 CCL25 CDH17 CDHR2 CDX1 CDX2 CEACAM18 CEACAM20 CLCA1 CLRN3 DEFA5 DEFA6 DMBT1 DPEP1 EDN3 EPS8L3 ERICH4 FABP1 FABP2 FAM3D GBA3 GCG GUCA2A GUCA2B HEPACAM2 IHH ISX ITLN1 ITLN2 KRT20 LGALS4 LRRC19 MEP1A MEP1B MOGAT2 MS4A18 MS4A8 MUC13 MUC17 MUC2 MYO1A NKX2-3 NR1I2 NXPE1 OLFM4 OTC PDZD3 PHGR1 PLA2G2A PNLIPRP2 PPP1R14D PRAP1 PRSS2 PYY RBP2 REG1A REG1B REG3A REG3G REG4 RETNLB RNF186 SI SLC10A2 SLC13A2 SLC17A4 SLC26A3 SLC39A5 SLC6A19 SPINK4 TINAG TM4SF20 TMEM253 TMEM82 TMIGD1 TRIM15 TRIM40 TUBAL3 UGT1A10 UGT2A3 UGT2B17 URAD,Other,-1
3.617703,2.511299,parietal epithelial cell (id:488),A2M ABCA8 ADAMTS9 ADGRF5 ADGRL2 ADGRL4 ANGPTL2 APLNR AQP1 BGN C1QTNF5 C1R C1S C3 C4A CDH11 CDH5 CFB CFH CFI CLDN1 CNN3 COL14A1 COL16A1 COL1A1 COL1A2 COL3A1 COL4A1 COL4A2 COL5A2 CRB2 CRYAB CX3CL1 CXCL12 DCN DKK3 DPYSL3 ECM2 EDIL3 EDNRA EDNRB EFEMP1 EGFR FBN1 FBXL7 FIBIN FMOD FN1 FRZB FSTL1 GJA1 GLIS3 HEPH HTRA1 IGFBP3 IGFBP5 IGFBP7 IL33 ISLR KCNT2 KDR LAMA2 LUM MATN2 MMP2 MXRA5 NAV2 NNMT NTN4 PAMR1 PARD3B PDGFRA PDGFRB PLPP3 PLSCR4 POSTN PPP1R3C PRICKLE2 PRRX1 PTN PTPN21 RARRES2 RASL12 SEC16B SEMA5A SERPINA3 SERPING1 SOD3 SPARCL1 SRPX2 SULF1 SVEP1 SYNPO TEK THY1 TIMP3 TMEM47 TNS2,Other,-1
4.769298,1.2252775,pericryptal fibroblastic sheath (id:489),ABCA8 ABI3BP ADAM33 ADAMTS5 ADAMTS9 ADGRL4 ANGPTL2 ANK2 ASPN BGN BMPER BOC C1S CACNA2D1 CCDC80 CDH11 CDR1 COL14A1 COL1A2 COL3A1 COL4A1 COL4A2 COLEC12 CRYAB CXCL14 DCLK1 DCN DDR2 DIO2 DMD DST ECM2 EDIL3 EDNRA ELN EML1 FAM13C FAT4 FBN1 FGF10 FGF7 FIBIN FLRT2 FRZB FZD4 GALNT15 GJA1 GUCY1A2 IGFBP5 ISLR ITGA8 ITIH5 JAM2 LAMA2 LAMA4 LDB2 LIFR LMOD1 LUM MAP1B MXRA5 MYOCD NFASC NOVA1 PAPPA PBX1 PCDH18 PDE1A PDE3A PDGFRA PEAK1 PHLDB1 PLA2R1 PLPP3 PODN POSTN PRELP PREX2 PRKG1 PRRX1 PTPRD RBMS3 RHOJ RNF150 RSPO3 RUNX1T1 SEMA6D SGCD SGIP1 SLIT2 SLIT3 SPARCL1 SULF1 SVEP1 SYNPO2 TEK TMEM47 TTC28 VSTM4,Other,-1
4.2793427,2.5728986,pericyte (id:492),ABCA8 ABCC9 ADAMTS9 ADGRF5 ADGRL4 ADH1B ANGPTL1 ANGPTL2 ANK2 APLNR AQP1 ASPN BGN C1QTNF5 C1S C7 CACNA2D1 CDH11 CLEC14A COL14A1 COL1A2 COL3A1 CRYAB CXCL12 DAAM2 DCN DDR2 DLC1 DMD DPT ECM2 EDNRA EDNRB ELN ENPEP FAM13C FAM162B FBXL7 FHL5 FIBIN FMOD FRZB FZD4 GALNT15 GFRA1 GUCY1A2 HSPB6 IGFBP5 ISLR ITGA8 ITIH5 JAM2 KALRN KCNJ8 KCNT2 KDR LAMA2 LAMA4 LDB2 LIFR LMOD1 LUM MASP1 MFAP4 MPDZ NFASC PAMR1 PCDH18 PDE1A PDGFRA PDLIM3 PDZRN3 PODN PRELP PREX2 PRKG1 PRRX1 PTH1R PTPRB RAPGEF4 RASL12 RBMS3 RCAN2 RGN RGS5 RNF180 RUNX1T1 SEMA6D SGCD SLC6A1 SLIT3 SMOC2 SORBS1 SPARCL1 SULF1 SVEP1 SYNPO2 TEK TMEM100 TMEM47 VSTM4,White Blood Cells,-1
3.6927686,3.0140529,peritubular capillary endothelial cell (id:500),A2M ABCA6 ABCA8 ABI3BP ACTA2 ACVRL1 ADAMTS6 ADCY4 ADGRF5 ADGRL4 ADH1B ANGPTL1 APLNR AQP1 AQP7 ARHGEF15 ASPN BCL6B BGN C1QTNF5 C1R C1S C6 C7 CALCRL CCL14 CCL21 CD34 CD93 CDH5 CFH CFI CLEC14A CLEC3B COL15A1 COL1A2 COL3A1 COL6A3 COX4I2 CPED1 CYYR1 DCN DNASE1L3 DPT ECM2 ECSCR EMCN ERG FABP4 FCN3 FGD5 FHL5 FILIP1L FMO2 FMOD GGT5 GIPC2 GJA4 GPR4 IGF1 IGFBP7 IL33 ITGA1 KDR LAMA4 LRRC32 LUM LYVE1 MEDAG MEOX2 MGP MMRN1 MMRN2 MRC1 MYCT1 MYH11 NNMT NOTCH4 OLFML1 PALMD PLVAP PODN POSTN PTPRB RAMP3 RBMS3 RHOJ ROBO4 SELE SELP SHE SOX17 SPARCL1 SYNPO TDRD10 TEK TIE1 TNS1 VCAM1,Other,-1
8.572856,3.3119779,plasma cell (id:503),ALOX5AP APOBEC3G ARHGAP30 BCL2A1 BIN2 BIRC3 CASP1 CCL3 CCL4 CCL5 CCR5 CD2 CD38 CD48 CD52 CD53 CD74 CD86 CIITA CLECL1 CSF2RB CTSS CXCR3 CYTH4 CYTIP DAPP1 DOCK2 EVI2B FCMR FGD2 FGR GBP5 GPR132 GPR183 HCLS1 HLA-DMA HLA-DPA1 HLA-DPB1 HLA-DQB1 HLA-DRA HLA-DRB1 HLA-DRB3 HLA-F IGHA1 IGHA2 IGHG1 IGHG2 IGHG3 IGHM IGKC IGKV4-1 IGLC1 IGLC2 IGLC3 IGLL5 IGLV2-14 IKZF1 IL10RA IL2RA IL2RB IL2RG IRF1 IRF2 IRF4 ITGAL ITGB7 JAML JCHAIN LAPTM5 LCP2 LSP1 LY75 MS4A1 MYO1G NCF1 NCF1C NCF2 NCF4 NLRC5 OAS1 OAS2 P2RY10 PLEK PRDM1 PSMB9 PTPRC RASAL3 RGS1 RIPK3 RUNX3 SASH3 SDC1 SLAMF1 SLAMF6 SLAMF7 SNX20 SP140 TAGAP TAP1 TLR1 TNFAIP3 TNFRSF1B,Other,-1
7.883695,2.7800958,plasmacytoid dc (id:510),ALOX5AP AOAH ARHGAP30 ARHGAP9 BIN2 CCDC50 CCL4 CCR1 CCR2 CCR5 CD180 CD244 CD300A CD300LB CD300LF CD37 CD48 CD52 CD53 CD79B CD86 CSF2RB CTSS CYBB CYTH4 CYTIP DOK2 EVI2B FCER1G FCER2 FCGR2B FGD2 FGL2 FGR GAPT GMFG GPR132 GPR183 GPR65 GZMB HCK HCLS1 HLA-DPA1 HLA-DPB1 HLA-DRA IGHD IGHM IGKC IGLC2 IL10RA IL16 IL2RG IL3RA IRF7 IRF8 ITGAL ITGAX ITGB2 JAML JCHAIN LAPTM5 LGALS9 LILRA1 LILRA4 LILRB1 LILRB2 LRRC25 LSP1 LY86 MNDA MPEG1 MS4A1 MS4A7 MYO1F MYO1G NAPSB NCF1 NCF1B NCF1C NCF2 NCF4 NCKAP1L NKG7 P2RY10 PARVG PLAC8 PLD4 PLEK PTPRC RASAL3 RNASE6 SASH3 SELL SELPLG SLAMF1 SLAMF7 SNX20 SPI1 TAGAP TLR1 TLR7 TLR8 TNFAIP8L2 TNFRSF1B TRAF3IP3 TYROBP UGCG VNN2,Other,-1
5.8282785,3.3119693,plasmacytoid dendritic cell (id:512),ACAP1 AOAH ARHGAP25 ARHGAP30 ARHGAP9 BIN2 C11orf21 C16orf54 C1orf162 CCL4 CCR2 CCR5 CD2 CD244 CD247 CD300A CD300LB CD37 CD3E CD48 CD5 CD52 CD53 CEACAM21 CFP CLEC12A CLEC4C CST7 CTSW CXCR3 CYTH4 CYTIP DOK2 DPEP2 EVI2B FCER1G FCN1 FGR GAPT GBP5 GIMAP1 GIMAP5 GIMAP7 GMFG GNLY GPR65 GZMA GZMB GZMH HCST IL10RA IL12RB1 IL16 IL18RAP IL2RG IL3RA ITGAL ITGAX JAML LCP2 LILRA1 LILRB1 LILRB2 LRRC25 LST1 LTB MNDA MYO1F MYO1G NCF1 NCF1B NCF1C NCF4 NKG7 P2RY10 PARVG PIK3R5 PLEK PRF1 PSTPIP1 PTPRC PYHIN1 RASAL3 S1PR4 SASH3 SELL SIGLEC9 SLA SLAMF1 SLAMF6 SNX20 TAGAP TBC1D10C TBX21 TNFAIP8L2 TNFSF8 TRAF3IP3 TYROBP VNN2 WAS,Other,-1
5.7287273,1.1305548,podocyte (id:517),ADCY6 ADGRL2 ALDH7A1 AMOTL2 ANK2 ANTXR1 APBB2 BMPR1A CACNA2D1 CAP2 CGNL1 CLCNKB COL12A1 COL4A1 COL4A2 COL4A5 DAB2IP DDAH1 DOCK1 EDIL3 EFEMP1 EGFR EML1 ENAH EPB41L1 ERBB4 FARP1 FAT1 FERMT2 FIGN FRAS1 FZD4 GLI2 GNG12 GULP1 HSPA12A HSPB8 IGFBP5 IL17RD ITSN1 KDR KIAA1217 KIAA1549 KITLG LAMB1 LIFR LIMCH1 LRIG3 MAGI1 MAP1B MARK1 MID1 MPDZ MYO10 NAV2 NCKAP1 NES NPHS1 NPHS2 NUAK1 OTOGL PARD3B PARVA PBX1 PCLO PDE10A PHLDB1 PLCB4 PODXL PPP1R9A PPP2R3A PRICKLE2 PRKAA2 PTK2 PTPN21 PTPRF PTPRG PTPRQ RASAL2 RASSF8 RBFOX2 SCARA3 SH3D19 SHROOM3 SLC22A8 SLIT2 SULF1 TACC2 TEAD1 TENM3 THSD4 TJP1 TLN2 TMEM174 TMEM47 TPM1 TSPAN12 UACA UMOD YAP1,White Blood Cells,-1
9.941146,1.6788242,precursor b cell (pre b cell) (id:518),ACAP1 ARHGAP30 ARHGAP9 BLK BTK BTLA CD180 CD19 CD22 CD37 CD48 CD52 CD53 CD79A CD79B CLEC17A CYTIP FCER2 FCRL1 FCRL2 FCRL3 FGD2 FGR IGHA1 IGHA2 IGHD IGHG1 IGHG2 IGHG3 IGHM IGHV1-69-2 IGHV3-21 IGHV3-23 IGHV3-33 IGHV3-7 IGHV4-34 IGHV4-59 IGHV5-51 IGHV5-78 IGKC IGKV1-5 IGKV2-30 IGKV3-11 IGKV3-15 IGKV3-20 IGKV4-1 IGLC1 IGLC2 IGLC3 IGLL5 IGLV1-40 IGLV1-44 IGLV1-47 IGLV2-11 IGLV3-1 IGLV3-19 IGLV3-21 IGLV6-57 IKZF3 IL2RG ITGAL JCHAIN LILRA4 LILRB1 LILRB2 LTB LY86 MAP4K1 MS4A1 MYO1G MZB1 NAPSB NCF1 NCF1B NCF1C NCF4 P2RY10 PAX5 PLEK PNOC PTPRCAP RASAL3 S1PR4 SASH3 SELL SIT1 SLAMF1 SLAMF6 SNX20 SPIB STAP1 TAGAP TBC1D10C TBX21 TCL1A TLR10 TRAF3IP3 WAS,B-cells,5
7.9801984,6.2295103,pro b progenitor (id:519),ADA AHSP ALAS2 ANTXRL ANTXRLP1 AOX3P BLK BNIP3P41 CCDC42 CCR9 CD19 CD1C CD1D CD72 CD79A CD79B CEBPE CLC CMTM2 CTSG DEFA1 DEFA3 DEFA4 DNTT ERG FLI1 GATA1 GPR174 GRAP HBD HBM HEMGN HMGB3P12 HMHB1 IGHD IGHM IGHV1-24 IGHV1-69-2 IGHV2-70 IGHV3-29 IGHV3-32 IGHV3-33-2 IGHV3-38 IGHV3-42 IGHV3-57 IGHV4-34 IGHV4-59 IGHV5-78 IGHV7-81 IGHVII-31-1 IGHVII-60-1 IGHVIII-38-1 IGHVIII-44 IGLC5 IGLC7 IGLL1 IGLV4-3 ITGA4 JCHAIN KLF1 LCN6 LEF1 MME MMP8 MPO MS4A3 MYB MYL4 MYO7B MZB1 OR10R2 OR10R3P P2RX1 PRSS57 PTCRA RAC2 RAG1 RAG2 RHAG S100Z SH2D4B SMIM24 SPINK2 SPNS3 SPTA1 TCL1A TCL1B TTC24 UMODL1 VPREB1 VPREB3 XPNPEP2,Progenitors,3
8.525131,5.486376,promonocyte (id:520),ABTB1 ADGRE3 AIF1 ALOX5AP AOAH APOBR AQP9 B2M BIN2 C11orf21 C1orf162 C3AR1 CARD16 CASP1 CASP4 CCR1 CCR2 CCR5 CD14 CD244 CD300A CD300C CD300LB CD300LF CD68 CEACAM3 CEACAM4 CLEC10A CLEC12A CSF1R CSF2RB CSF3R CST3 CST7 CTSS CX3CR1 CXCR1 CYBB CYTH4 DOK2 FCER1A FCER1G FCGR3A FCGR3B FCRL6 FGL2 FGR FPR1 FPR2 GBP2 GIMAP4 HCK HCST HK3 HLA-C HLA-E ITGAM ITGAX ITGB2 JAML LGALS9 LILRA1 LILRB2 LRRC25 LSP1 LY86 LYZ MNDA MPEG1 MS4A14 MS4A6A MYO1F NCF1B NCF1C NCF2 NCF4 NFAM1 P2RY13 RGS18 RIPK3 RNASE2 RNASE6 S100A12 S100A4 S100A6 S100A8 S100A9 SELPLG SIGLEC5 SIGLEC7 SIGLEC9 SIRPB2 SPI1 TBXAS1 TLR1 TLR2 TLR8 TMEM71 TNFAIP8L2 TNFRSF1B TREM1 TYMP,White Blood Cells,7
8.005242,5.5722075,promyelocyte (id:521),ADGRG3 AHSP AIF1 APOBR ATP8B4 AZU1 BPI BTK C11orf21 C19orf38 C1orf162 CAMP CD244 CD300A CD300C CD300LB CD300LF CD33 CEACAM4 CEBPE CFP CLC CLEC12A CSF3R CST7 CTSG CXCR2 DEFA1 DEFA1B DEFA3 DEFA4 DOK2 DOK3 ELANE FCGR1CP FES FLT3 FUT7 GAPT GMFG HCK HK3 IGLL1 LAIR1 LAT2 LGALS12 LILRA1 LILRA2 LRRC25 LST1 LYL1 LYZ MCEMP1 MNDA MPO MS4A3 MYO1F NCF1B NCF1C NCF4 NFAM1 NFE2 NKG7 NLRP3 OSCAR P2RX1 PADI4 PARVG PLEK PRAM1 PRG2 PROK2 PRSS57 PRTN3 RAB44 RASGRP2 RASGRP4 RETN RGS18 RNASE2 RNASE3 S100A12 SIGLEC14 SIGLEC17P SIGLEC22P SIGLEC5 SIGLEC7 SIRPB2 SIRPD SPI1 SPNS3 TIFAB TRPC2 TSPAN32 TYROBP,White Blood Cells,-1
3.7062697,4.2964077,proximal tubule cell epithelial segment 3 (id:522),A1CF ABCG5 ABCG8 ACOT12 ACSM5 AFM AGT AGXT2 AHSG ALB ALDOB AMBP APCS APOA5 APOB APOC3 APOH AQP1 BHMT C3P1 C6 C8A C8B CCND2P1 CFHR2 CFHR5 CPB2 CPN1 CRP CYP3A4 DAO DPYS F11 F13B F2 F7 F9 FABP1 FETUB FGA FGB FGG FGL1 FTCD GC GJB1 GPD1 HABP2 HAO1 HAO2 HPR ITIH2 ITIH3 KNG1 LBP MAOB MBL2 MLXIPL MOGAT1 MTTP NAT8 NR0B2 NR1H4 OIT3 OTC PAH PCK1 PLA2G12B PON1 PRODH2 RBP4 RGN SATB2 SERPINA4 SERPINA5 SERPINA6 SERPINA7 SERPINC1 SGK2 SLC17A1 SLC17A2 SLC17A4 SLC22A10 SLC22A7 SLC28A1 SLC2A2 SLC38A3 SLC5A11 SLC6A1 SMLR1 TF THPO TM4SF5 TMEM82 TPPP2 TTR UGT1A9 UGT2A3 UGT2B10 UGT2B27P UGT2B4,T-cells,4
3.3691783,4.1977344,proximal tubule epithelial cell (id:523),A1CF A2M ABAT ABCG5 ABCG8 ACSM2A ACSM5 AFM AGXT2 ALDH1L1 ALDH6A1 ALDOB ANKS4B APOA4 APOB APOC3 ASPA ASXL3 BHMT C11orf54 C6 C7 CHL1 CHN2 CNTN4 CUBN CYP2C9 CYP3A4 CYP3A5 CYP4A11 CYP4A22 DAO DPYS EDNRB ENPP7 F11 FABP1 FMO1 FMO5 FREM1 GATM GBA3 GJB1 HAO2 HNF4A IYD KALRN KCNJ10 KCNJ16 KNG1 L3MBTL4 LPA LRP2 MAOB MRO MTTP NAT8 NPY6R NR1H4 OTC PAH PBLD PCK1 PHYHIPL PKHD1 PLA2G12B PLG PREX2 PROX1 PTPRD RBP2 RGN SLC10A2 SLC13A1 SLC17A1 SLC17A4 SLC17A8 SLC22A12 SLC22A6 SLC22A7 SLC22A8 SLC28A1 SLC2A2 SLC39A5 SLC3A1 SLC5A12 SLC5A9 SLC6A1 SLC6A13 SLC7A9 SLCO2B1 SMLR1 SORBS1 SOX6 SPARCL1 TMEM176A UGT2A3 UGT2B7 UGT3A1 UMOD,Other,-1
3.2548118,3.982037,proximal tubule epithelial cell segment 1 (id:524),A1CF ABCG8 ACSM2A ACSM2B ACSM5P1 AFM AGXT AGXT2 ALB ALDOB ANGPTL3 ANKS4B APOC3 AQP2 BHMT C3P1 CASR CDH16 CPN2 CRYAA CYP4A11 CYP4A22 CYP8B1 DAO DDC DPYS ENPP7 F11 FABP1 FCAMR FGA FGB FOLH1B FTCD GBA3 GSTA2 HABP2 HAO2 HNF1A HNF4A HPN HRG KCNJ16 KNG1 LPA NAT8 NPHS2 NR1H4 PAH PCK1 PDZK1 PIPOX PKHD1 PKLR PLA2G12B PLG PRAP1 PRODH2 SERPINA4 SERPINA6 SLC13A1 SLC13A2 SLC17A1 SLC17A2 SLC17A3 SLC17A4 SLC22A12 SLC22A2 SLC22A24 SLC22A6 SLC22A7 SLC22A8 SLC22A9 SLC28A1 SLC2A2 SLC34A1 SLC39A5 SLC3A1 SLC5A12 SLC5A2 SLC6A13 SLC6A18 SLC6A19 SLC7A9 SMLR1 TINAG TM4SF5 TMEM174 TMEM207 TMEM72 TMEM82 TTR UGT1A9 UGT2A3 UGT2B7 UGT3A1 UMOD,T-cells,4
3.173617,4.1921916,proximal tubule epithelial cell segment 2 (id:525),ABAT ABCG8 ACSM2A ACSM2B ACSM5P1 AFM AGT AGXT2 ALB ALDH1L1 ALDH6A1 ALDH8A1 ALDOB AQP4 ASPA ASPDH ATP2B2 BBOX1 BHMT CA10 CHRNA4 CNDP1 CPN2 CPNE6 CRYAA CTXN3 CYP4A11 CYP4A22 DAO DLGAP2 DMGDH DPYS ETNPPL F11 FAM135B FOLH1B FTCD GABRG1 GJB1 HAO2 HLF HPN KCNC2 KCNJ10 KCNJ16 KNG1 LPA LRP2 MAG MMD2 MOBP MPPED1 MRO NAT8 NPHS2 OPALIN PAH PCK1 PHYHIPL PIPOX PLG PLPPR1 PRODH2 RANBP3L RGN SLC13A3 SLC17A1 SLC17A3 SLC1A2 SLC22A10 SLC22A12 SLC22A2 SLC22A24 SLC22A6 SLC22A7 SLC22A8 SLC22A9 SLC28A1 SLC2A2 SLC34A1 SLC39A12 SLC5A11 SLC6A1 SLC6A13 SLC7A9 SLCO1A2 SMLR1 TF TMEM174 TMEM235 TNR TRPM3 TTBK1 UGT1A9 UGT3A1 UMOD,T-cells,4
3.7720947,2.7978768,pulmonary artery endothelial cell (id:526),ADAMTS9 ADGRF5 ADGRL2 ADGRL4 ANGPTL2 APLNR AQP1 ARHGEF15 BGN C1QTNF5 CACNA2D1 CD34 CDH11 CDH5 CLEC14A COL14A1 COL1A1 COL1A2 COL3A1 COL4A1 COL4A2 COL5A2 CPXM2 CRYAB CXCL12 CYYR1 DCN DDR2 DKK2 DPT DPYSL3 ECSCR EDNRA EDNRB EFNB2 EFS FAM162B FBN1 FBXL7 FHL5 FIBIN FMOD FNDC1 FRZB FSTL1 GJA1 GJA4 GJA5 HMCN1 HSPB6 HTRA1 IGFBP5 ISLR KDR LAMA2 LAMA4 LDB2 LMOD1 LUM MEDAG MEOX2 MFAP4 MMP2 MMRN2 MXRA5 NES NOTCH4 OLFML3 PAMR1 PCDH18 PCDHGB7 PDGFRA PDGFRB PDZRN3 PHLDB1 PLPP3 PODN POSTN PRKG1 PRRX1 PTH1R RAMP2 RASL12 RGS5 RHOJ ROBO4 RUNX1T1 SFRP1 SHROOM4 SLCO2A1 SLIT2 SLIT3 SMOC2 SOD3 SPARCL1 SULF1 TEK THBS2 THY1 TIMP3 TMEM100 TMEM47,Other,-1
7.025436,1.607578,pulmonary artery smooth muscle cell (id:528),ABI2 ADCY2 ADCY5 ADCYAP1R1 ADGRL3 ANK2 ANTXR1 ARNT2 ASTN1 ATP1A2 BOC BRINP1 CADM3 CDH11 CDR1 CLSTN2 CNTFR CNTN1 CNTN2 CPE CSRNP3 DCLK1 EFS EML1 ENAH EPB41L1 ERBB4 FAM13C FARP1 FAT3 GALNT16 GAP43 GJA1 GPRC5B GRIA1 GUCY1A2 ID4 IGFBP5 IL17RD ITSN1 JAM2 KIF1B LIFR LINGO1 LRP4 LSAMP MAGI1 MAGI2 MAP1B MAP2 MAPK10 MEGF10 MEIS3 MPDZ NDRG4 NFASC NLGN4X NOTCH3 NOVA1 NOVA2 NPAS3 NTM NTRK2 NTRK3 OPCML PALM PBX1 PCDH19 PCDHB15 PCDHB4 PDZRN3 PHLDB1 PLP1 PLPPR4 PRICKLE2 PTN PTPN5 PTPRD PTPRS PTPRZ1 RGMA RNF150 RUNX1T1 SEMA5B SHISA6 SLIT3 SPARCL1 STOX2 SYNDIG1 TENM4 THY1 TJP1 TLN2 TMEM132B TMEM47 TRIL ZNF423 ZNF462,Smooth Muscle,6
4.8571076,3.8535464,pulmonary venous endothelial cell (id:532),ABCA8 ACKR1 ADCY5 ADCYAP1R1 ADGRB3 ADGRF5 ADGRL3 ANK2 APLNR AQP1 ASXL3 ATP1A2 ATP1B2 CADM3 CHL1 CHRDL1 CLEC14A CNR1 CNTFR CNTN2 CNTN4 CRTAC1 CYYR1 DUSP26 EDNRB ELAVL4 FAIM2 FAM107A FAM13C FHL5 FREM1 FRZB FXYD6 GPIHBP1 GRIA2 GRIK3 IGSF21 IQSEC3 JAM2 KALRN KCNA5 KCND3 KCNIP1 KCNN3 LDB2 LGI4 LRRC4C LRRTM1 LSAMP LY6H LYVE1 MAGEE2 MAPK10 NFASC NRXN1 NRXN2 NTRK2 OPCML PCDH17 PDZRN4 PHYHIPL PLP1 PLPPR4 PREX2 PTGDS PTPN5 PTPRD PTPRT RAB3C RAMP2 RAMP3 RASL12 RBFOX1 RCAN2 RGS5 RGS7BP RIMBP2 RUNX1T1 SCN4B SEMA6D SFRP2 SGIP1 SHISA6 SLC6A1 SLCO1C1 SMOC2 SORBS1 SPARCL1 STMN2 TCEAL2 TCEAL5 TMEM132C TRIL TSPAN7 UBE2QL1 WSCD2,Other,-1
